FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
18096.1,B,6,OW,,,,,
18110.5,B,9,AE,288,288,,,
18110.5,B,9,OW,,,,,
18110.5,B,9,B-,288,288,1,,
18110.5,B,12,B+,288,288,1,,
18110.5,B,9,BO,0,,,,
18110.5,B,12,BI,0,,,,
18110.5,B,12,OW,,,,,
18110.5,B,12,B-,288,288,1,,
18110.5,B,13,B+,288,288,1,,
18110.5,B,8,OW,,,,,
18110.5,B,8,B-,292,292,1,,
18110.5,B,9,B+,292,292,1,,
18110.5,B,8,BO,0,,,,
18110.5,B,9,BI,0,,,,
18110.5,B,9,AB,292,292,,,
18110.5,B,7,B-,293,293,1,,
18110.5,B,8,B+,293,293,1,,
18110.5,B,7,BO,0,,,,
18110.5,B,8,BI,0,,,,
18110.5,B,6,B-,294,294,1,,
18110.5,B,7,B+,294,294,1,,
18110.5,B,5,B-,295,295,1,,
18110.5,B,6,B+,295,295,1,,
18110.5,B,4,B-,299,299,1,,
18110.5,B,5,B+,299,299,1,,
18110.5,B,5,BO,0,,,,
18110.5,B,6,BI,0,,,,
18110.5,B,6,AB,295,295,,,
18110.5,B,1,B-,300,300,1,,
18110.5,B,4,B+,300,300,1,,
18110.5,B,1,BO,0,,,,
18110.5,B,4,BI,0,,,,
18110.5,B,4,AB,300,300,,,
18110.5,B,1,OW,,,,,
18112.0,B,12,BO,0,,,,
18112.0,B,13,BI,0,,,,
18112.0,B,6,BO,0,,,,
18112.0,B,7,BI,0,,,,
18112.0,B,4,BO,0,,,,
18112.0,B,5,BI,0,,,,
18112.0,B,5,OW,,,,,
18117.6,B,13,OW,,,,,
18117.6,B,13,B-,288,288,1,,
18117.6,B,14,B+,288,288,1,,
18117.6,B,7,OW,,,,,
18117.6,B,13,BO,0,,,,
18117.6,B,14,BI,0,,,,
18125.2,B,4,AE,300,300,,,
18125.2,B,4,OW,,,,,
18139.6,B,6,AE,295,295,,,
18139.6,B,6,OW,,,,,
18152.3,B,16,AE,286,286,,,
18152.3,B,16,OW,,,,,
18152.3,B,16,B-,286,286,1,,
18152.3,B,18,B+,286,286,2,,
18152.3,B,16,BO,0,,,,
18152.3,B,18,BI,0,,,,
18152.3,B,18,OW,,,,,
18152.3,B,18,B-,286,286,1,,
18152.3,B,19,B+,286,286,1,,
18152.3,B,14,OW,,,,,
18152.3,B,14,B-,288,288,2,,
18152.3,B,16,B+,288,288,1,,
18152.3,B,14,BO,0,,,,
18152.3,B,16,BI,0,,,,
18152.3,B,16,AB,288,288,,,
18153.8,B,18,BO,0,,,,
18153.8,B,19,BI,0,,,,
18155.5,B,20,A+,1,,,,
18155.5,B,20,EL,1,,,,
18155.5,B,20,LA,1,270,,,
18155.5,B,20,OW,,,,,
18155.5,B,20,A-,1,,,,
18155.5,B,20,G-,1,270,270,1,
18155.5,B,23,B+,270,270,1,,
18155.5,B,20,BO,28,,,,
18155.5,B,23,BI,0,,,,
18155.5,B,23,B-,270,270,1,,
18155.5,B,20,KA,1,,,,
18156.9,B,17,AE,283,283,,,
18156.9,B,17,OW,,,,,
18156.9,B,17,B-,283,283,1,,
18156.9,B,18,B+,283,283,3,,
18156.9,B,17,BO,0,,,,
18156.9,B,18,BI,0,,,,
18156.9,B,18,OW,,,,,
18156.9,B,18,B-,283,283,1,,
18156.9,B,19,B+,283,283,1,,
18158.3,B,18,BO,0,,,,
18158.3,B,19,BI,0,,,,
18159.4,B,19,OW,,,,,
18159.4,B,20,EE,1,,,,
18159.4,B,20,KE,1,,,,
18159.4,B,19,B-,286,286,1,,
18159.4,B,20,G+,1,286,286,1,
18159.4,B,20,LL,1,286,,,
18159.4,B,19,BO,0,,,,
18159.4,B,20,BI,0,,,,
18159.4,B,20,KL,1,,,,
18164.0,B,19,OW,,,,,
18164.0,B,20,EE,1,,,,
18164.0,B,20,KE,1,,,,
18164.0,B,19,B-,283,283,1,,
18164.0,B,20,G+,1,283,283,1,
18164.0,B,20,LL,1,283,,,
18164.0,B,19,BO,0,,,,
18164.0,B,20,BI,0,,,,
18164.0,B,20,KL,1,,,,
18171.4,B,20,A+,1,,,,
18171.4,B,20,EL,1,,,,
18171.4,B,20,LA,1,266,,,
18171.4,B,20,OW,,,,,
18171.4,B,20,A-,1,,,,
18171.4,B,20,G-,1,266,266,1,
18171.4,B,23,B+,266,266,1,,
18171.4,B,20,BO,28,,,,
18171.4,B,23,BI,0,,,,
18171.4,B,23,B-,266,266,1,,
18171.4,B,20,KA,1,,,,
18228.5,B,20,A+,1,,,,
18228.5,B,20,EL,1,,,,
18228.5,B,20,LA,1,269,,,
18228.5,B,20,OW,,,,,
18228.5,B,20,A-,1,,,,
18228.5,B,20,G-,1,269,269,1,
18228.5,B,23,B+,269,269,1,,
18228.5,B,20,BO,28,,,,
18228.5,B,23,BI,0,,,,
18228.5,B,23,B-,269,269,1,,
18228.5,B,20,KA,1,,,,
18238.2,B,21,AE,285,285,,,
18238.2,B,21,OW,,,,,
18238.2,B,21,B-,285,285,1,,
18238.2,B,18,B+,285,285,4,,
18238.2,B,21,BO,0,,,,
18238.2,B,18,BI,0,,,,
18238.2,B,18,OW,,,,,
18238.2,B,18,B-,285,285,1,,
18238.2,B,19,B+,285,285,1,,
18239.6,B,18,BO,0,,,,
18239.6,B,19,BI,0,,,,
18242.6,B,15,AE,287,287,,,
18242.6,B,15,OW,,,,,
18242.6,B,15,B-,287,287,1,,
18242.6,B,18,B+,287,287,1,,
18242.6,B,15,BO,0,,,,
18242.6,B,18,BI,0,,,,
18242.6,B,18,OW,,,,,
18242.6,B,18,B-,287,287,1,,
18242.6,B,19,B+,287,287,1,,
18244.0,B,18,BO,0,,,,
18244.0,B,19,BI,0,,,,
18245.3,B,19,OW,,,,,
18245.3,B,20,EE,1,,,,
18245.3,B,20,KE,1,,,,
18245.3,B,19,B-,285,285,1,,
18245.3,B,20,G+,1,285,285,1,
18245.3,B,20,LL,1,285,,,
18245.3,B,19,BO,0,,,,
18245.3,B,20,BI,0,,,,
18245.3,B,20,KL,1,,,,
18249.6,B,19,OW,,,,,
18249.6,B,20,EE,1,,,,
18249.6,B,20,KE,1,,,,
18249.6,B,19,B-,287,287,1,,
18249.6,B,20,G+,1,287,287,1,
18249.6,B,20,LL,1,287,,,
18249.6,B,19,BO,0,,,,
18249.6,B,20,BI,0,,,,
18249.6,B,20,KL,1,,,,
18282.8,B,20,A+,1,,,,
18282.8,B,20,EL,1,,,,
18282.8,B,20,LA,1,272,,,
18282.8,B,20,OW,,,,,
18282.8,B,20,A-,1,,,,
18282.8,B,20,G-,1,272,272,1,
18282.8,B,23,B+,272,272,1,,
18282.8,B,20,BO,28,,,,
18282.8,B,23,BI,0,,,,
18282.8,B,23,B-,272,272,1,,
18282.8,B,20,KA,1,,,,
18336.2,B,10,AE,290,290,,,
18336.2,B,10,OW,,,,,
18336.2,B,10,B-,290,290,1,,
18336.2,B,12,B+,290,290,2,,
18336.2,B,10,BO,0,,,,
18336.2,B,12,BI,0,,,,
18336.2,B,12,OW,,,,,
18336.2,B,12,B-,290,290,1,,
18336.2,B,13,B+,290,290,1,,
18336.2,B,8,OW,,,,,
18336.2,B,8,B-,293,293,2,,
18336.2,B,10,B+,293,293,1,,
18336.2,B,8,BO,0,,,,
18336.2,B,10,BI,0,,,,
18336.2,B,10,AB,293,293,,,
18336.2,B,7,B-,294,294,1,,
18336.2,B,8,B+,294,294,1,,
18336.2,B,7,BO,0,,,,
18336.2,B,8,BI,0,,,,
18336.2,B,6,B-,295,295,1,,
18336.2,B,7,B+,295,295,1,,
18336.2,B,5,B-,296,296,1,,
18336.2,B,6,B+,296,296,1,,
18336.2,B,4,B-,300,300,1,,
18336.2,B,5,B+,300,300,1,,
18336.2,B,5,BO,0,,,,
18336.2,B,6,BI,0,,,,
18336.2,B,6,AB,296,296,,,
18336.2,B,1,B-,301,301,1,,
18336.2,B,4,B+,301,301,1,,
18336.2,B,1,BO,0,,,,
18336.2,B,4,BI,0,,,,
18336.2,B,4,AB,301,301,,,
18336.2,B,1,OW,,,,,
18337.6,B,12,BO,0,,,,
18337.6,B,13,BI,0,,,,
18337.6,B,6,BO,0,,,,
18337.6,B,7,BI,0,,,,
18337.6,B,4,BO,0,,,,
18337.6,B,5,BI,0,,,,
18338.9,B,5,OW,,,,,
18338.9,B,16,AE,288,288,,,
18338.9,B,16,OW,,,,,
18338.9,B,16,B-,288,288,1,,
18338.9,B,18,B+,288,288,2,,
18338.9,B,16,BO,0,,,,
18338.9,B,18,BI,0,,,,
18338.9,B,18,OW,,,,,
18338.9,B,18,B-,288,288,1,,
18338.9,B,19,B+,288,288,1,,
18340.0,B,4,AE,301,301,,,
18340.0,B,4,OW,,,,,
18340.4,B,18,BO,0,,,,
18340.4,B,19,BI,0,,,,
18343.2,B,7,OW,,,,,
18343.2,B,13,OW,,,,,
18343.2,B,13,B-,290,290,1,,
18343.2,B,14,B+,290,290,1,,
18343.2,B,13,BO,0,,,,
18343.2,B,14,BI,0,,,,
18343.2,B,14,OW,,,,,
18343.2,B,14,B-,290,290,1,,
18343.2,B,15,B+,290,290,1,,
18343.2,B,14,BO,0,,,,
18343.2,B,15,BI,0,,,,
18343.2,B,15,AB,290,290,,,
18345.0,B,22,AE,291,291,,,
18345.0,B,22,OW,,,,,
18345.0,B,22,B-,291,291,1,,
18345.0,B,12,B+,291,291,4,,
18345.0,B,22,BO,0,,,,
18345.0,B,12,BI,0,,,,
18345.0,B,12,OW,,,,,
18345.0,B,12,B-,291,291,1,,
18345.0,B,13,B+,291,291,1,,
18345.0,B,8,OW,,,,,
18345.0,B,8,B-,294,294,4,,
18345.0,B,22,B+,294,294,1,,
18345.0,B,8,BO,0,,,,
18345.0,B,22,BI,0,,,,
18345.0,B,22,AB,294,294,,,
18345.0,B,7,B-,295,295,1,,
18345.0,B,8,B+,295,295,1,,
18345.0,B,7,BO,0,,,,
18345.0,B,8,BI,0,,,,
18346.0,B,19,OW,,,,,
18346.0,B,20,EE,1,,,,
18346.0,B,20,KE,1,,,,
18346.0,B,19,B-,288,288,1,,
18346.0,B,20,G+,1,288,288,1,
18346.0,B,20,LL,1,288,,,
18346.0,B,19,BO,0,,,,
18346.0,B,20,BI,0,,,,
18346.0,B,20,KL,1,,,,
18346.4,B,12,BO,0,,,,
18346.4,B,13,BI,0,,,,
18349.7,B,20,A+,1,,,,
18349.7,B,20,EL,1,,,,
18349.7,B,20,LA,1,273,,,
18349.7,B,20,OW,,,,,
18349.7,B,20,A-,1,,,,
18349.7,B,20,G-,1,273,273,1,
18349.7,B,23,B+,273,273,1,,
18349.7,B,20,BO,28,,,,
18349.7,B,23,BI,0,,,,
18349.7,B,23,B-,273,273,1,,
18349.7,B,20,KA,1,,,,
18350.2,B,20,A+,1,,,,
18350.2,B,20,EL,1,,,,
18350.2,B,20,LA,1,274,,,
18350.2,B,20,OW,,,,,
18350.2,B,20,A-,1,,,,
18350.2,B,20,G-,1,274,274,1,
18350.2,B,23,B+,274,274,1,,
18350.2,B,20,BO,28,,,,
18350.2,B,23,BI,0,,,,
18350.2,B,23,B-,274,274,1,,
18350.2,B,20,KA,1,,,,
18350.9,B,6,AE,296,296,,,
18350.9,B,6,OW,,,,,
18350.9,B,6,B-,296,296,1,,
18350.9,B,7,B+,296,296,1,,
18350.9,B,5,B-,297,297,1,,
18350.9,B,6,B+,297,297,1,,
18350.9,B,4,B-,301,301,1,,
18350.9,B,5,B+,301,301,1,,
18350.9,B,5,BO,0,,,,
18350.9,B,6,BI,0,,,,
18350.9,B,6,AB,297,297,,,
18350.9,B,1,B-,302,302,1,,
18350.9,B,4,B+,302,302,1,,
18350.9,B,1,BO,0,,,,
18350.9,B,4,BI,0,,,,
18350.9,B,4,AB,302,302,,,
18350.9,B,1,OW,,,,,
18352.1,B,13,OW,,,,,
18352.1,B,13,B-,291,291,1,,
18352.1,B,14,B+,291,291,1,,
18352.1,B,13,BO,0,,,,
18352.1,B,14,BI,0,,,,
18352.1,B,14,OW,,,,,
18352.1,B,14,B-,291,291,2,,
18352.1,B,16,B+,291,291,1,,
18352.1,B,14,BO,0,,,,
18352.1,B,16,BI,0,,,,
18352.1,B,16,AB,291,291,,,
18352.3,B,6,BO,0,,,,
18352.3,B,7,BI,0,,,,
18352.3,B,4,BO,0,,,,
18352.3,B,5,BI,0,,,,
18352.3,B,5,OW,,,,,
18354.4,B,4,AE,302,302,,,
18354.4,B,4,OW,,,,,
18357.1,B,9,AE,292,292,,,
18357.1,B,9,OW,,,,,
18357.1,B,9,B-,292,292,1,,
18357.1,B,12,B+,292,292,1,,
18357.1,B,9,BO,0,,,,
18357.1,B,12,BI,0,,,,
18357.1,B,12,OW,,,,,
18357.1,B,12,B-,292,292,1,,
18357.1,B,13,B+,292,292,1,,
18357.1,B,8,OW,,,,,
18357.1,B,8,B-,295,295,1,,
18357.1,B,9,B+,295,295,1,,
18357.1,B,8,BO,0,,,,
18357.1,B,9,BI,0,,,,
18357.1,B,9,AB,295,295,,,
18358.0,B,7,OW,,,,,
18358.0,B,7,B-,296,296,1,,
18358.0,B,8,B+,296,296,1,,
18358.0,B,7,BO,0,,,,
18358.0,B,8,BI,0,,,,
18358.5,B,12,BO,0,,,,
18358.5,B,13,BI,0,,,,
18364.2,B,13,OW,,,,,
18364.2,B,13,B-,292,292,1,,
18364.2,B,14,B+,292,292,1,,
18364.2,B,13,BO,0,,,,
18364.2,B,14,BI,0,,,,
18364.2,B,14,OW,,,,,
18364.2,B,14,B-,292,292,3,,
18364.2,B,17,B+,292,292,1,,
18364.2,B,14,BO,0,,,,
18364.2,B,17,BI,0,,,,
18364.2,B,17,AB,292,292,,,
18384.0,B,6,AE,297,297,,,
18384.0,B,6,OW,,,,,
18384.0,B,6,B-,297,297,1,,
18384.0,B,7,B+,297,297,1,,
18384.0,B,5,B-,298,298,1,,
18384.0,B,6,B+,298,298,1,,
18384.0,B,4,B-,302,302,1,,
18384.0,B,5,B+,302,302,1,,
18384.0,B,5,BO,0,,,,
18384.0,B,6,BI,0,,,,
18384.0,B,6,AB,298,298,,,
18384.0,B,1,B-,303,303,1,,
18384.0,B,4,B+,303,303,1,,
18384.0,B,1,BO,0,,,,
18384.0,B,4,BI,0,,,,
18384.0,B,4,AB,303,303,,,
18384.0,B,1,OW,,,,,
18385.4,B,6,BO,0,,,,
18385.4,B,7,BI,0,,,,
18385.4,B,4,BO,0,,,,
18385.4,B,5,BI,0,,,,
18385.4,B,5,OW,,,,,
18391.0,B,7,OW,,,,,
18396.5,B,4,AE,303,303,,,
18396.5,B,4,OW,,,,,
18404.5,B,20,A+,1,,,,
18404.5,B,20,EL,1,,,,
18404.5,B,20,LA,1,271,,,
18404.5,B,20,OW,,,,,
18404.5,B,20,A-,1,,,,
18404.5,B,20,G-,1,271,271,1,
18404.5,B,23,B+,271,271,1,,
18404.5,B,20,BO,28,,,,
18404.5,B,23,BI,0,,,,
18404.5,B,23,B-,271,271,1,,
18404.5,B,20,KA,1,,,,
18410.4,B,11,AE,289,289,,,
18410.4,B,11,OW,,,,,
18410.4,B,11,B-,289,289,1,,
18410.4,B,12,B+,289,289,3,,
18410.4,B,11,BO,0,,,,
18410.4,B,12,BI,0,,,,
18410.4,B,12,OW,,,,,
18410.4,B,12,B-,289,289,1,,
18410.4,B,13,B+,289,289,1,,
18410.4,B,8,OW,,,,,
18410.4,B,8,B-,296,296,3,,
18410.4,B,11,B+,296,296,1,,
18410.4,B,8,BO,0,,,,
18410.4,B,11,BI,0,,,,
18410.4,B,11,AB,296,296,,,
18410.4,B,7,B-,297,297,1,,
18410.4,B,8,B+,297,297,1,,
18410.4,B,7,BO,0,,,,
18410.4,B,8,BI,0,,,,
18411.1,B,6,AE,298,298,,,
18411.1,B,6,OW,,,,,
18411.1,B,6,B-,298,298,1,,
18411.1,B,7,B+,298,298,1,,
18411.1,B,5,B-,299,299,1,,
18411.1,B,6,B+,299,299,1,,
18411.1,B,4,B-,303,303,1,,
18411.1,B,5,B+,303,303,1,,
18411.1,B,5,BO,0,,,,
18411.1,B,6,BI,0,,,,
18411.1,B,6,AB,299,299,,,
18411.1,B,1,B-,304,304,1,,
18411.1,B,4,B+,304,304,1,,
18411.1,B,1,BO,0,,,,
18411.1,B,4,BI,0,,,,
18411.1,B,4,AB,304,304,,,
18411.1,B,1,OW,,,,,
18411.8,B,12,BO,0,,,,
18411.8,B,13,BI,0,,,,
18412.3,B,22,AE,294,294,,,
18412.3,B,22,OW,,,,,
18412.3,B,22,B-,294,294,1,,
18412.3,B,12,B+,294,294,4,,
18412.3,B,22,BO,0,,,,
18412.3,B,12,BI,0,,,,
18412.3,B,12,OW,,,,,
18412.3,B,12,B-,294,294,1,,
18412.3,B,13,B+,294,294,1,,
18412.3,B,8,OW,,,,,
18412.3,B,8,B-,297,297,4,,
18412.3,B,22,B+,297,297,1,,
18412.3,B,8,BO,0,,,,
18412.3,B,22,BI,0,,,,
18412.3,B,22,AB,297,297,,,
18412.5,B,4,BO,0,,,,
18412.5,B,5,BI,0,,,,
18412.5,B,6,BO,0,,,,
18412.5,B,7,BI,0,,,,
18412.6,B,5,OW,,,,,
18413.7,B,12,BO,0,,,,
18413.7,B,13,BI,0,,,,
18417.4,B,13,OW,,,,,
18417.4,B,13,B-,289,289,1,,
18417.4,B,14,B+,289,289,1,,
18417.4,B,13,BO,0,,,,
18417.4,B,14,BI,0,,,,
18417.4,B,14,OW,,,,,
18417.4,B,14,B-,289,289,4,,
18417.4,B,21,B+,289,289,1,,
18417.4,B,14,BO,0,,,,
18417.4,B,21,BI,0,,,,
18417.4,B,21,AB,289,289,,,
18417.7,B,4,AE,304,304,,,
18417.7,B,4,OW,,,,,
18418.1,B,7,OW,,,,,
18418.1,B,7,B-,298,298,1,,
18418.1,B,8,B+,298,298,1,,
18418.1,B,7,BO,0,,,,
18418.1,B,8,BI,0,,,,
18419.3,B,13,OW,,,,,
18419.3,B,13,B-,294,294,1,,
18419.3,B,14,B+,294,294,1,,
18419.3,B,13,BO,0,,,,
18419.3,B,14,BI,0,,,,
18442.6,B,6,AE,299,299,,,
18442.6,B,6,OW,,,,,
18442.6,B,6,B-,299,299,1,,
18442.6,B,7,B+,299,299,1,,
18442.6,B,5,B-,300,300,1,,
18442.6,B,6,B+,300,300,1,,
18442.6,B,4,B-,304,304,1,,
18442.6,B,5,B+,304,304,1,,
18442.6,B,5,BO,0,,,,
18442.6,B,6,BI,0,,,,
18442.6,B,6,AB,300,300,,,
18442.6,B,1,B-,305,305,1,,
18442.6,B,4,B+,305,305,1,,
18442.6,B,1,BO,0,,,,
18442.6,B,4,BI,0,,,,
18442.6,B,4,AB,305,305,,,
18442.6,B,1,OW,,,,,
18444.0,B,6,BO,0,,,,
18444.0,B,7,BI,0,,,,
18444.0,B,4,BO,0,,,,
18444.0,B,5,BI,0,,,,
18445.3,B,5,OW,,,,,
18449.6,B,7,OW,,,,,
18451.6,B,4,AE,305,305,,,
18451.6,B,4,OW,,,,,
18469.8,B,6,AE,300,300,,,
18469.8,B,6,OW,,,,,
18510.0,B,20,A+,1,,,,
18510.0,B,20,EL,1,,,,
18510.0,B,20,LA,1,278,,,
18510.0,B,20,OW,,,,,
18510.0,B,20,A-,1,,,,
18510.0,B,20,G-,1,278,278,1,
18510.0,B,23,B+,278,278,1,,
18510.0,B,20,BO,28,,,,
18510.0,B,23,BI,0,,,,
18510.0,B,23,B-,278,278,1,,
18510.0,B,20,KA,1,,,,
18520.5,B,15,AE,290,290,,,
18520.5,B,15,OW,,,,,
18520.5,B,15,B-,290,290,1,,
18520.5,B,18,B+,290,290,1,,
18520.5,B,15,BO,0,,,,
18520.5,B,18,BI,0,,,,
18520.5,B,18,OW,,,,,
18520.5,B,18,B-,290,290,1,,
18520.5,B,19,B+,290,290,1,,
18520.5,B,14,OW,,,,,
18520.5,B,14,B-,294,294,1,,
18520.5,B,15,B+,294,294,1,,
18520.5,B,14,BO,0,,,,
18520.5,B,15,BI,0,,,,
18520.5,B,15,AB,294,294,,,
18522.0,B,18,BO,0,,,,
18522.0,B,19,BI,0,,,,
18522.1,B,20,A+,1,,,,
18522.1,B,20,EL,1,,,,
18522.1,B,20,LA,1,277,,,
18522.1,B,20,OW,,,,,
18522.1,B,20,A-,1,,,,
18522.1,B,20,G-,1,277,277,1,
18522.1,B,23,B+,277,277,1,,
18522.1,B,20,BO,28,,,,
18522.1,B,23,BI,0,,,,
18522.1,B,23,B-,277,277,1,,
18522.1,B,20,KA,1,,,,
18527.6,B,19,OW,,,,,
18527.6,B,20,EE,1,,,,
18527.6,B,20,KE,1,,,,
18527.6,B,19,B-,290,290,1,,
18527.6,B,20,G+,1,290,290,1,
18527.6,B,20,LL,1,290,,,
18527.6,B,19,BO,0,,,,
18527.6,B,20,BI,0,,,,
18527.6,B,20,KL,1,,,,
18538.8,B,9,AE,295,295,,,
18538.8,B,9,OW,,,,,
18538.8,B,9,B-,295,295,1,,
18538.8,B,12,B+,295,295,1,,
18538.8,B,9,BO,0,,,,
18538.8,B,12,BI,0,,,,
18538.8,B,12,OW,,,,,
18538.8,B,12,B-,295,295,1,,
18538.8,B,13,B+,295,295,1,,
18538.8,B,8,OW,,,,,
18538.8,B,8,B-,298,298,1,,
18538.8,B,9,B+,298,298,1,,
18538.8,B,8,BO,0,,,,
18538.8,B,9,BI,0,,,,
18538.8,B,9,AB,298,298,,,
18538.8,B,7,B-,299,299,1,,
18538.8,B,8,B+,299,299,1,,
18538.8,B,7,BO,0,,,,
18538.8,B,8,BI,0,,,,
18538.8,B,6,B-,300,300,1,,
18538.8,B,7,B+,300,300,1,,
18538.8,B,5,B-,301,301,1,,
18538.8,B,6,B+,301,301,1,,
18538.8,B,4,B-,305,305,1,,
18538.8,B,5,B+,305,305,1,,
18538.8,B,5,BO,0,,,,
18538.8,B,6,BI,0,,,,
18538.8,B,6,AB,301,301,,,
18538.8,B,1,B-,306,306,1,,
18538.8,B,4,B+,306,306,1,,
18538.8,B,1,BO,0,,,,
18538.8,B,4,BI,0,,,,
18538.8,B,4,AB,306,306,,,
18538.8,B,1,OW,,,,,
18540.2,B,12,BO,0,,,,
18540.2,B,13,BI,0,,,,
18540.2,B,6,BO,0,,,,
18540.2,B,7,BI,0,,,,
18540.2,B,4,BO,0,,,,
18540.2,B,5,BI,0,,,,
18540.2,B,5,OW,,,,,
18544.3,B,16,AE,291,291,,,
18544.3,B,16,OW,,,,,
18544.3,B,16,B-,291,291,1,,
18544.3,B,18,B+,291,291,2,,
18544.3,B,16,BO,0,,,,
18544.3,B,18,BI,0,,,,
18544.3,B,18,OW,,,,,
18544.3,B,18,B-,291,291,1,,
18544.3,B,19,B+,291,291,1,,
18545.7,B,18,BO,0,,,,
18545.7,B,19,BI,0,,,,
18545.9,B,7,OW,,,,,
18545.9,B,13,OW,,,,,
18545.9,B,13,B-,295,295,1,,
18545.9,B,14,B+,295,295,1,,
18545.9,B,13,BO,0,,,,
18545.9,B,14,BI,0,,,,
18545.9,B,14,OW,,,,,
18545.9,B,14,B-,295,295,2,,
18545.9,B,16,B+,295,295,1,,
18545.9,B,14,BO,0,,,,
18545.9,B,16,BI,0,,,,
18545.9,B,16,AB,295,295,,,
18548.0,B,4,AE,306,306,,,
18548.0,B,4,OW,,,,,
18551.3,B,19,OW,,,,,
18551.3,B,20,EE,1,,,,
18551.3,B,20,KE,1,,,,
18551.3,B,19,B-,291,291,1,,
18551.3,B,20,G+,1,291,291,1,
18551.3,B,20,LL,1,291,,,
18551.3,B,19,BO,0,,,,
18551.3,B,20,BI,0,,,,
18551.3,B,20,KL,1,,,,
18552.7,B,17,AE,292,292,,,
18552.7,B,17,OW,,,,,
18552.7,B,17,B-,292,292,1,,
18552.7,B,18,B+,292,292,3,,
18552.7,B,17,BO,0,,,,
18552.7,B,18,BI,0,,,,
18552.7,B,18,OW,,,,,
18552.7,B,18,B-,292,292,1,,
18552.7,B,19,B+,292,292,1,,
18554.1,B,18,BO,0,,,,
18554.1,B,19,BI,0,,,,
18555.5,B,10,AE,293,293,,,
18555.5,B,10,OW,,,,,
18555.5,B,10,B-,293,293,1,,
18555.5,B,12,B+,293,293,2,,
18555.5,B,10,BO,0,,,,
18555.5,B,12,BI,0,,,,
18555.5,B,12,OW,,,,,
18555.5,B,12,B-,293,293,1,,
18555.5,B,13,B+,293,293,1,,
18555.5,B,8,OW,,,,,
18555.5,B,8,B-,299,299,2,,
18555.5,B,10,B+,299,299,1,,
18555.5,B,8,BO,0,,,,
18555.5,B,10,BI,0,,,,
18555.5,B,10,AB,299,299,,,
18555.5,B,7,B-,300,300,1,,
18555.5,B,8,B+,300,300,1,,
18555.5,B,7,BO,0,,,,
18555.5,B,8,BI,0,,,,
18556.9,B,12,BO,0,,,,
18556.9,B,13,BI,0,,,,
18559.8,B,19,OW,,,,,
18559.8,B,20,EE,1,,,,
18559.8,B,20,KE,1,,,,
18559.8,B,19,B-,292,292,1,,
18559.8,B,20,G+,1,292,292,1,
18559.8,B,20,LL,1,292,,,
18559.8,B,19,BO,0,,,,
18559.8,B,20,BI,0,,,,
18559.8,B,20,KL,1,,,,
18562.5,B,13,OW,,,,,
18562.5,B,13,B-,293,293,1,,
18562.5,B,14,B+,293,293,1,,
18562.5,B,13,BO,0,,,,
18562.5,B,14,BI,0,,,,
18562.5,B,14,OW,,,,,
18562.5,B,14,B-,293,293,3,,
18562.5,B,17,B+,293,293,1,,
18562.5,B,14,BO,0,,,,
18562.5,B,17,BI,0,,,,
18562.5,B,17,AB,293,293,,,
18569.2,B,6,AE,301,301,,,
18569.2,B,6,OW,,,,,
18569.2,B,6,B-,301,301,1,,
18569.2,B,7,B+,301,301,1,,
18569.2,B,5,B-,302,302,1,,
18569.2,B,6,B+,302,302,1,,
18569.2,B,4,B-,306,306,1,,
18569.2,B,5,B+,306,306,1,,
18569.2,B,5,BO,0,,,,
18569.2,B,6,BI,0,,,,
18569.2,B,6,AB,302,302,,,
18569.2,B,1,B-,307,307,1,,
18569.2,B,4,B+,307,307,1,,
18569.2,B,1,BO,0,,,,
18569.2,B,4,BI,0,,,,
18569.2,B,4,AB,307,307,,,
18569.2,B,1,OW,,,,,
18570.6,B,6,BO,0,,,,
18570.6,B,7,BI,0,,,,
18570.6,B,4,BO,0,,,,
18570.6,B,5,BI,0,,,,
18570.6,B,5,OW,,,,,
18576.3,B,7,OW,,,,,
18578.3,B,4,AE,307,307,,,
18578.3,B,4,OW,,,,,
18597.3,B,6,AE,302,302,,,
18597.3,B,6,OW,,,,,
18600.0,B,1,B+,435,435,1,,
18600.0,B,1,B+,436,436,1,,
18600.0,B,1,B+,437,437,1,,
18600.0,B,1,B+,438,438,1,,
18600.0,B,1,B+,439,439,1,,
18600.0,B,1,B+,440,440,1,,
18600.0,B,1,B+,441,441,1,,
18600.0,B,1,B+,442,442,1,,
18600.0,B,1,B+,443,443,1,,
18600.0,B,1,B+,444,444,1,,
18600.0,B,1,B+,445,445,1,,
18600.0,B,1,B+,446,446,1,,
18600.0,B,1,B+,447,447,1,,
18600.0,B,1,B+,448,448,1,,
18616.0,B,21,AE,289,289,,,
18616.0,B,21,OW,,,,,
18616.0,B,21,B-,289,289,1,,
18616.0,B,18,B+,289,289,4,,
18616.0,B,21,BO,0,,,,
18616.0,B,18,BI,0,,,,
18616.0,B,18,OW,,,,,
18616.0,B,18,B-,289,289,1,,
18616.0,B,19,B+,289,289,1,,
18617.4,B,18,BO,0,,,,
18617.4,B,19,BI,0,,,,
18623.1,B,19,OW,,,,,
18623.1,B,20,EE,1,,,,
18623.1,B,20,KE,1,,,,
18623.1,B,19,B-,289,289,1,,
18623.1,B,20,G+,1,289,289,1,
18623.1,B,20,LL,1,289,,,
18623.1,B,19,BO,0,,,,
