FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
27185.1,B,1,B-,454,454,1,,
27185.1,B,4,B+,454,454,1,,
27185.1,B,1,BO,0,,,,
27185.1,B,4,BI,0,,,,
27185.1,B,4,AB,454,454,,,
27185.1,B,1,OW,,,,,
27185.4,B,12,BO,0,,,,
27185.4,B,13,BI,0,,,,
27186.5,B,6,BO,0,,,,
27186.5,B,7,BI,0,,,,
27186.5,B,4,BO,0,,,,
27186.5,B,5,BI,0,,,,
27186.5,B,5,OW,,,,,
27191.0,B,13,OW,,,,,
27191.0,B,13,B-,439,439,1,,
27191.0,B,14,B+,439,439,1,,
27191.0,B,13,BO,0,,,,
27191.0,B,14,BI,0,,,,
27192.1,B,7,OW,,,,,
27198.3,B,20,A+,1,,,,
27198.3,B,20,EL,1,,,,
27198.3,B,20,LA,1,417,,,
27198.3,B,20,OW,,,,,
27198.3,B,20,A-,1,,,,
27198.3,B,20,G-,1,417,417,1,
27198.3,B,23,B+,417,417,1,,
27198.3,B,20,BO,28,,,,
27198.3,B,23,BI,0,,,,
27198.3,B,23,B-,417,417,1,,
27198.3,B,20,KA,1,,,,
27199.6,B,21,AE,437,437,,,
27199.6,B,21,OW,,,,,
27199.6,B,21,B-,437,437,1,,
27199.6,B,18,B+,437,437,4,,
27199.6,B,21,BO,0,,,,
27199.6,B,18,BI,0,,,,
27199.6,B,18,OW,,,,,
27199.6,B,18,B-,437,437,1,,
27199.6,B,19,B+,437,437,1,,
27199.6,B,14,OW,,,,,
27199.6,B,14,B-,439,439,4,,
27199.6,B,21,B+,439,439,1,,
27199.6,B,14,BO,0,,,,
27199.6,B,21,BI,0,,,,
27199.6,B,21,AB,439,439,,,
27200.2,B,4,AE,454,454,,,
27200.2,B,4,OW,,,,,
27201.0,B,18,BO,0,,,,
27201.0,B,19,BI,0,,,,
27204.8,B,6,AE,448,448,,,
27204.8,B,6,OW,,,,,
27206.7,B,19,OW,,,,,
27206.7,B,20,EE,1,,,,
27206.7,B,20,KE,1,,,,
27206.7,B,19,B-,437,437,1,,
27206.7,B,20,G+,1,437,437,1,
27206.7,B,20,LL,1,437,,,
27206.7,B,19,BO,0,,,,
27206.7,B,20,BI,0,,,,
27206.7,B,20,KL,1,,,,
27208.2,B,16,AE,438,438,,,
27208.2,B,16,OW,,,,,
27208.2,B,16,B-,438,438,1,,
27208.2,B,18,B+,438,438,2,,
27208.2,B,16,BO,0,,,,
27208.2,B,18,BI,0,,,,
27208.2,B,18,OW,,,,,
27208.2,B,18,B-,438,438,1,,
27208.2,B,19,B+,438,438,1,,
27209.6,B,18,BO,0,,,,
27209.6,B,19,BI,0,,,,
27215.2,B,19,OW,,,,,
27215.2,B,20,EE,1,,,,
27215.2,B,20,KE,1,,,,
27215.2,B,19,B-,438,438,1,,
27215.2,B,20,G+,1,438,438,1,
27215.2,B,20,LL,1,438,,,
27215.2,B,19,BO,0,,,,
27215.2,B,20,BI,0,,,,
27215.2,B,20,KL,1,,,,
27220.1,B,15,AE,440,440,,,
27220.1,B,15,OW,,,,,
27220.1,B,15,B-,440,440,1,,
27220.1,B,18,B+,440,440,1,,
27220.1,B,15,BO,0,,,,
27220.1,B,18,BI,0,,,,
27220.1,B,18,OW,,,,,
27220.1,B,18,B-,440,440,1,,
27220.1,B,19,B+,440,440,1,,
27220.5,B,20,A+,1,,,,
27220.5,B,20,EL,1,,,,
27220.5,B,20,LA,1,420,,,
27220.5,B,20,OW,,,,,
27220.5,B,20,A-,1,,,,
27220.5,B,20,G-,1,420,420,1,
27220.5,B,23,B+,420,420,1,,
27220.5,B,20,BO,28,,,,
27220.5,B,23,BI,0,,,,
27220.5,B,23,B-,420,420,1,,
27220.5,B,20,KA,1,,,,
27221.5,B,18,BO,0,,,,
27221.5,B,19,BI,0,,,,
27227.1,B,19,OW,,,,,
27227.1,B,20,EE,1,,,,
27227.1,B,20,KE,1,,,,
27227.1,B,19,B-,440,440,1,,
27227.1,B,20,G+,1,440,440,1,
27227.1,B,20,LL,1,440,,,
27227.1,B,19,BO,0,,,,
27227.1,B,20,BI,0,,,,
27227.1,B,20,KL,1,,,,
27249.1,B,10,AE,443,443,,,
27249.1,B,10,OW,,,,,
27249.1,B,10,B-,443,443,1,,
27249.1,B,12,B+,443,443,2,,
27249.1,B,10,BO,0,,,,
27249.1,B,12,BI,0,,,,
27249.1,B,12,OW,,,,,
27249.1,B,12,B-,443,443,1,,
27249.1,B,13,B+,443,443,1,,
27249.1,B,8,OW,,,,,
27249.1,B,8,B-,446,446,2,,
27249.1,B,10,B+,446,446,1,,
27249.1,B,8,BO,0,,,,
27249.1,B,10,BI,0,,,,
27249.1,B,10,AB,446,446,,,
27249.1,B,7,B-,447,447,1,,
27249.1,B,8,B+,447,447,1,,
27249.1,B,7,BO,0,,,,
27249.1,B,8,BI,0,,,,
27249.1,B,6,B-,448,448,1,,
27249.1,B,7,B+,448,448,1,,
27249.1,B,5,B-,449,449,1,,
27249.1,B,6,B+,449,449,1,,
27249.1,B,4,B-,454,454,1,,
27249.1,B,5,B+,454,454,1,,
27249.1,B,5,BO,0,,,,
27249.1,B,6,BI,0,,,,
27249.1,B,6,AB,449,449,,,
27249.1,B,1,B-,455,455,1,,
27249.1,B,4,B+,455,455,1,,
27249.1,B,1,BO,0,,,,
27249.1,B,4,BI,0,,,,
27249.1,B,4,AB,455,455,,,
27249.1,B,1,OW,,,,,
27250.5,B,12,BO,0,,,,
27250.5,B,13,BI,0,,,,
27250.5,B,6,BO,0,,,,
27250.5,B,7,BI,0,,,,
27250.5,B,4,BO,0,,,,
27250.5,B,5,BI,0,,,,
27250.5,B,5,OW,,,,,
27256.1,B,13,OW,,,,,
27256.1,B,13,B-,443,443,1,,
27256.1,B,14,B+,443,443,1,,
27256.1,B,7,OW,,,,,
27256.1,B,13,BO,0,,,,
27256.1,B,14,BI,0,,,,
27256.1,B,14,OW,,,,,
27256.1,B,14,B-,443,443,1,,
27256.1,B,15,B+,443,443,1,,
27256.1,B,14,BO,0,,,,
27256.1,B,15,BI,0,,,,
27256.1,B,15,AB,443,443,,,
27269.5,B,4,AE,455,455,,,
27269.5,B,4,OW,,,,,
27288.1,B,6,AE,449,449,,,
27288.1,B,6,OW,,,,,
27320.6,B,20,A+,1,,,,
27320.6,B,20,EL,1,,,,
27320.6,B,20,LA,1,423,,,
27320.6,B,20,OW,,,,,
27320.6,B,20,A-,1,,,,
27320.6,B,20,G-,1,423,423,1,
27320.6,B,23,B+,423,423,1,,
27320.6,B,20,BO,28,,,,
27320.6,B,23,BI,0,,,,
27320.6,B,23,B-,423,423,1,,
27320.6,B,20,KA,1,,,,
27365.0,B,20,A+,1,,,,
27365.0,B,20,EL,1,,,,
27365.0,B,20,LA,1,422,,,
27365.0,B,20,OW,,,,,
27365.0,B,20,A-,1,,,,
27365.0,B,20,G-,1,422,422,1,
27365.0,B,23,B+,422,422,1,,
27365.0,B,20,BO,28,,,,
27365.0,B,23,BI,0,,,,
27365.0,B,23,B-,422,422,1,,
27365.0,B,20,KA,1,,,,
27390.7,B,17,AE,441,441,,,
27390.7,B,17,OW,,,,,
27390.7,B,17,B-,441,441,1,,
27390.7,B,18,B+,441,441,3,,
27390.7,B,17,BO,0,,,,
27390.7,B,18,BI,0,,,,
27390.7,B,18,OW,,,,,
27390.7,B,18,B-,441,441,1,,
27390.7,B,19,B+,441,441,1,,
27392.1,B,18,BO,0,,,,
27392.1,B,19,BI,0,,,,
27393.1,B,20,A+,1,,,,
27393.1,B,20,EL,1,,,,
27393.1,B,20,LA,1,424,,,
27393.1,B,20,OW,,,,,
27393.1,B,20,A-,1,,,,
27393.1,B,20,G-,1,424,424,1,
27393.1,B,23,B+,424,424,1,,
27393.1,B,20,BO,28,,,,
27393.1,B,23,BI,0,,,,
27393.1,B,23,B-,424,424,1,,
27393.1,B,20,KA,1,,,,
27397.7,B,19,OW,,,,,
27397.7,B,20,EE,1,,,,
27397.7,B,20,KE,1,,,,
27397.7,B,19,B-,441,441,1,,
27397.7,B,20,G+,1,441,441,1,
27397.7,B,20,LL,1,441,,,
27397.7,B,19,BO,0,,,,
27397.7,B,20,BI,0,,,,
27397.7,B,20,KL,1,,,,
27400.7,B,21,AE,439,439,,,
27400.7,B,21,OW,,,,,
27400.7,B,21,B-,439,439,1,,
27400.7,B,18,B+,439,439,4,,
27400.7,B,21,BO,0,,,,
27400.7,B,18,BI,0,,,,
27400.7,B,18,OW,,,,,
27400.7,B,18,B-,439,439,1,,
27400.7,B,19,B+,439,439,1,,
27402.1,B,18,BO,0,,,,
27402.1,B,19,BI,0,,,,
27407.7,B,19,OW,,,,,
27407.7,B,20,EE,1,,,,
27407.7,B,20,KE,1,,,,
27407.7,B,19,B-,439,439,1,,
27407.7,B,20,G+,1,439,439,1,
27407.7,B,20,LL,1,439,,,
27407.7,B,19,BO,0,,,,
27407.7,B,20,BI,0,,,,
27407.7,B,20,KL,1,,,,
27431.0,B,11,AE,442,442,,,
27431.0,B,11,OW,,,,,
27431.0,B,11,B-,442,442,1,,
27431.0,B,12,B+,442,442,3,,
27431.0,B,11,BO,0,,,,
27431.0,B,12,BI,0,,,,
27431.0,B,12,OW,,,,,
27431.0,B,12,B-,442,442,1,,
27431.0,B,13,B+,442,442,1,,
27431.0,B,8,OW,,,,,
27431.0,B,8,B-,447,447,3,,
27431.0,B,11,B+,447,447,1,,
27431.0,B,8,BO,0,,,,
27431.0,B,11,BI,0,,,,
27431.0,B,11,AB,447,447,,,
27431.0,B,7,B-,448,448,1,,
27431.0,B,8,B+,448,448,1,,
27431.0,B,7,BO,0,,,,
27431.0,B,8,BI,0,,,,
27431.0,B,6,B-,449,449,1,,
27431.0,B,7,B+,449,449,1,,
27431.0,B,5,B-,450,450,1,,
27431.0,B,6,B+,450,450,1,,
27431.0,B,4,B-,455,455,1,,
27431.0,B,5,B+,455,455,1,,
27431.0,B,5,BO,0,,,,
27431.0,B,6,BI,0,,,,
27431.0,B,6,AB,450,450,,,
27431.0,B,1,B-,456,456,1,,
27431.0,B,4,B+,456,456,1,,
27431.0,B,1,BO,0,,,,
27431.0,B,4,BI,0,,,,
27431.0,B,4,AB,456,456,,,
27431.0,B,1,OW,,,,,
27431.1,B,4,AE,456,456,,,
27431.1,B,4,OW,,,,,
27432.5,B,12,BO,0,,,,
27432.5,B,13,BI,0,,,,
27432.5,B,6,BO,0,,,,
27432.5,B,7,BI,0,,,,
27432.5,B,4,BO,0,,,,
27432.5,B,5,BI,0,,,,
27432.5,B,5,OW,,,,,
27438.1,B,13,OW,,,,,
27438.1,B,13,B-,442,442,1,,
27438.1,B,14,B+,442,442,1,,
27438.1,B,7,OW,,,,,
27438.1,B,13,BO,0,,,,
27438.1,B,14,BI,0,,,,
27438.1,B,14,OW,,,,,
27438.1,B,14,B-,442,442,2,,
27438.1,B,16,B+,442,442,1,,
27438.1,B,14,BO,0,,,,
27438.1,B,16,BI,0,,,,
27438.1,B,16,AB,442,442,,,
27438.3,B,20,A+,1,,,,
27438.3,B,20,EL,1,,,,
27438.3,B,20,LA,1,421,,,
27438.3,B,20,OW,,,,,
27438.3,B,20,A-,1,,,,
27438.3,B,20,G-,1,421,421,1,
27438.3,B,23,B+,421,421,1,,
27438.3,B,20,BO,28,,,,
27438.3,B,23,BI,0,,,,
27438.3,B,23,B-,421,421,1,,
27438.3,B,20,KA,1,,,,
27445.0,B,6,AE,450,450,,,
27445.0,B,6,OW,,,,,
27453.0,B,15,AE,443,443,,,
27453.0,B,15,OW,,,,,
27453.0,B,15,B-,443,443,1,,
27453.0,B,18,B+,443,443,1,,
27453.0,B,15,BO,0,,,,
27453.0,B,18,BI,0,,,,
27453.0,B,18,OW,,,,,
27453.0,B,18,B-,443,443,1,,
27453.0,B,19,B+,443,443,1,,
27454.5,B,18,BO,0,,,,
27454.5,B,19,BI,0,,,,
27458.3,B,10,AE,446,446,,,
27458.3,B,10,OW,,,,,
27458.3,B,10,B-,446,446,1,,
27458.3,B,12,B+,446,446,2,,
27458.3,B,10,BO,0,,,,
27458.3,B,12,BI,0,,,,
27458.3,B,12,OW,,,,,
27458.3,B,12,B-,446,446,1,,
27458.3,B,13,B+,446,446,1,,
27458.3,B,8,OW,,,,,
27458.3,B,8,B-,448,448,2,,
27458.3,B,10,B+,448,448,1,,
27458.3,B,8,BO,0,,,,
27458.3,B,10,BI,0,,,,
27458.3,B,10,AB,448,448,,,
27458.3,B,7,B-,449,449,1,,
27458.3,B,8,B+,449,449,1,,
27458.3,B,7,BO,0,,,,
27458.3,B,8,BI,0,,,,
27458.3,B,6,B-,450,450,1,,
27458.3,B,7,B+,450,450,1,,
27458.3,B,5,B-,451,451,1,,
27458.3,B,6,B+,451,451,1,,
27458.3,B,4,B-,456,456,1,,
27458.3,B,5,B+,456,456,1,,
27458.3,B,5,BO,0,,,,
27458.3,B,6,BI,0,,,,
27458.3,B,6,AB,451,451,,,
27458.3,B,1,B-,457,457,1,,
27458.3,B,4,B+,457,457,1,,
27458.3,B,1,BO,0,,,,
27458.3,B,4,BI,0,,,,
27458.3,B,4,AB,457,457,,,
27458.3,B,1,OW,,,,,
27459.7,B,12,BO,0,,,,
27459.7,B,13,BI,0,,,,
27459.7,B,6,BO,0,,,,
27459.7,B,7,BI,0,,,,
27459.7,B,4,BO,0,,,,
27459.7,B,5,BI,0,,,,
27459.7,B,5,OW,,,,,
27460.1,B,19,OW,,,,,
27460.1,B,20,EE,1,,,,
27460.1,B,20,KE,1,,,,
27460.1,B,19,B-,443,443,1,,
27460.1,B,20,G+,1,443,443,1,
27460.1,B,20,LL,1,443,,,
27460.1,B,19,BO,0,,,,
27460.1,B,20,BI,0,,,,
27460.1,B,20,KL,1,,,,
27465.4,B,13,OW,,,,,
27465.4,B,13,B-,446,446,1,,
27465.4,B,14,B+,446,446,1,,
27465.4,B,7,OW,,,,,
27465.4,B,13,BO,0,,,,
27465.4,B,14,BI,0,,,,
27465.4,B,14,OW,,,,,
27465.4,B,14,B-,446,446,1,,
27465.4,B,15,B+,446,446,1,,
27465.4,B,14,BO,0,,,,
27465.4,B,15,BI,0,,,,
27465.4,B,15,AB,446,446,,,
27470.3,B,4,AE,457,457,,,
27470.3,B,4,OW,,,,,
27476.3,B,20,A+,1,,,,
27476.3,B,20,EL,1,,,,
27476.3,B,20,LA,1,425,,,
27476.3,B,20,OW,,,,,
27476.3,B,20,A-,1,,,,
27476.3,B,20,G-,1,425,425,1,
27476.3,B,23,B+,425,425,1,,
27476.3,B,20,BO,28,,,,
27476.3,B,23,BI,0,,,,
27476.3,B,23,B-,425,425,1,,
27476.3,B,20,KA,1,,,,
27480.1,B,6,AE,451,451,,,
27480.1,B,6,OW,,,,,
27489.3,B,11,AE,447,447,,,
27489.3,B,11,OW,,,,,
27489.3,B,11,B-,447,447,1,,
27489.3,B,12,B+,447,447,3,,
27489.3,B,11,BO,0,,,,
27489.3,B,12,BI,0,,,,
27489.3,B,12,OW,,,,,
27489.3,B,12,B-,447,447,1,,
27489.3,B,13,B+,447,447,1,,
27489.3,B,8,OW,,,,,
27489.3,B,8,B-,449,449,3,,
27489.3,B,11,B+,449,449,1,,
27489.3,B,8,BO,0,,,,
27489.3,B,11,BI,0,,,,
27489.3,B,11,AB,449,449,,,
27489.3,B,7,B-,450,450,1,,
27489.3,B,8,B+,450,450,1,,
27489.3,B,7,BO,0,,,,
27489.3,B,8,BI,0,,,,
27489.3,B,6,B-,451,451,1,,
27489.3,B,7,B+,451,451,1,,
27489.3,B,5,B-,452,452,1,,
27489.3,B,6,B+,452,452,1,,
27489.3,B,4,B-,457,457,1,,
27489.3,B,5,B+,457,457,1,,
27489.3,B,5,BO,0,,,,
27489.3,B,6,BI,0,,,,
27489.3,B,6,AB,452,452,,,
27489.3,B,1,B-,458,458,1,,
27489.3,B,4,B+,458,458,1,,
27489.3,B,1,BO,0,,,,
27489.3,B,4,BI,0,,,,
27489.3,B,4,AB,458,458,,,
27489.3,B,1,OW,,,,,
27490.7,B,12,BO,0,,,,
27490.7,B,13,BI,0,,,,
27490.7,B,6,BO,0,,,,
27490.7,B,7,BI,0,,,,
27490.7,B,4,BO,0,,,,
27490.7,B,5,BI,0,,,,
27490.7,B,5,OW,,,,,
27496.3,B,13,OW,,,,,
27496.3,B,13,B-,447,447,1,,
27496.3,B,14,B+,447,447,1,,
27496.3,B,7,OW,,,,,
27496.3,B,13,BO,0,,,,
27496.3,B,14,BI,0,,,,
27496.3,B,14,OW,,,,,
27496.3,B,14,B-,447,447,3,,
27496.3,B,17,B+,447,447,1,,
27496.3,B,14,BO,0,,,,
27496.3,B,17,BI,0,,,,
27496.3,B,17,AB,447,447,,,
27500.8,B,4,AE,458,458,,,
27500.8,B,4,OW,,,,,
27505.7,B,22,AE,445,445,,,
27505.7,B,22,OW,,,,,
27505.7,B,22,B-,445,445,1,,
27505.7,B,12,B+,445,445,4,,
27505.7,B,22,BO,0,,,,
27505.7,B,12,BI,0,,,,
27505.7,B,12,OW,,,,,
27505.7,B,12,B-,445,445,1,,
27505.7,B,13,B+,445,445,1,,
27505.7,B,8,OW,,,,,
27505.7,B,8,B-,450,450,4,,
27505.7,B,22,B+,450,450,1,,
27505.7,B,8,BO,0,,,,
27505.7,B,22,BI,0,,,,
27505.7,B,22,AB,450,450,,,
27505.7,B,7,B-,451,451,1,,
27505.7,B,8,B+,451,451,1,,
27505.7,B,7,BO,0,,,,
27505.7,B,8,BI,0,,,,
27507.1,B,12,BO,0,,,,
27507.1,B,13,BI,0,,,,
27512.8,B,13,OW,,,,,
27512.8,B,13,B-,445,445,1,,
27512.8,B,14,B+,445,445,1,,
27512.8,B,13,BO,0,,,,
27512.8,B,14,BI,0,,,,
27512.8,B,14,OW,,,,,
27512.8,B,14,B-,445,445,4,,
27512.8,B,21,B+,445,445,1,,
27512.8,B,14,BO,0,,,,
27512.8,B,21,BI,0,,,,
27512.8,B,21,AB,445,445,,,
27515.8,B,6,AE,452,452,,,
27515.8,B,6,OW,,,,,
27515.8,B,6,B-,452,452,1,,
27515.8,B,7,B+,452,452,1,,
27515.8,B,5,B-,453,453,1,,
27515.8,B,6,B+,453,453,1,,
27515.8,B,4,B-,458,458,1,,
27515.8,B,5,B+,458,458,1,,
27515.8,B,5,BO,0,,,,
27515.8,B,6,BI,0,,,,
27515.8,B,6,AB,453,453,,,
27515.8,B,1,B-,459,459,1,,
27515.8,B,4,B+,459,459,1,,
27515.8,B,1,BO,0,,,,
27515.8,B,4,BI,0,,,,
27515.8,B,4,AB,459,459,,,
27515.8,B,1,OW,,,,,
27517.2,B,6,BO,0,,,,
27517.2,B,7,BI,0,,,,
27517.2,B,4,BO,0,,,,
27517.2,B,5,BI,0,,,,
27517.2,B,5,OW,,,,,
27521.4,B,9,AE,444,444,,,
27521.4,B,9,OW,,,,,
27521.4,B,9,B-,444,444,1,,
27521.4,B,12,B+,444,444,1,,
27521.4,B,9,BO,0,,,,
27521.4,B,12,BI,0,,,,
27521.4,B,12,OW,,,,,
27521.4,B,12,B-,444,444,1,,
27521.4,B,13,B+,444,444,1,,
27521.4,B,8,OW,,,,,
27521.4,B,8,B-,451,451,1,,
27521.4,B,9,B+,451,451,1,,
27521.4,B,8,BO,0,,,,
27521.4,B,9,BI,0,,,,
27521.4,B,9,AB,451,451,,,
27522.8,B,12,BO,0,,,,
27522.8,B,13,BI,0,,,,
27522.9,B,7,OW,,,,,
27522.9,B,7,B-,452,452,1,,
27522.9,B,8,B+,452,452,1,,
27522.9,B,7,BO,0,,,,
27522.9,B,8,BI,0,,,,
27526.9,B,10,AE,448,448,,,
27526.9,B,10,OW,,,,,
27526.9,B,10,B-,448,448,1,,
27526.9,B,12,B+,448,448,2,,
27526.9,B,10,BO,0,,,,
27526.9,B,12,BI,0,,,,
27526.9,B,12,OW,,,,,
27526.9,B,12,B-,448,448,1,,
27526.9,B,13,B+,448,448,1,,
27526.9,B,8,OW,,,,,
27526.9,B,8,B-,452,452,2,,
27526.9,B,10,B+,452,452,1,,
27526.9,B,8,BO,0,,,,
27526.9,B,10,BI,0,,,,
27526.9,B,10,AB,452,452,,,
27528.4,B,12,BO,0,,,,
27528.4,B,13,BI,0,,,,
27528.5,B,13,OW,,,,,
27528.5,B,13,B-,444,444,1,,
27528.5,B,14,B+,444,444,1,,
27528.5,B,13,BO,0,,,,
27528.5,B,14,BI,0,,,,
27533.0,B,4,AE,459,459,,,
27533.0,B,4,OW,,,,,
27534.0,B,13,OW,,,,,
27537.2,B,6,AE,453,453,,,
27537.2,B,6,OW,,,,,
27537.2,B,6,B-,453,453,1,,
27537.2,B,7,B+,453,453,1,,
27537.2,B,5,B-,454,454,1,,
27537.2,B,6,B+,454,454,1,,
27537.2,B,4,B-,459,459,1,,
27537.2,B,5,B+,459,459,1,,
27537.2,B,5,BO,0,,,,
27537.2,B,6,BI,0,,,,
27537.2,B,6,AB,454,454,,,
27537.2,B,1,B-,460,460,1,,
27537.2,B,4,B+,460,460,1,,
27537.2,B,1,BO,0,,,,
27537.2,B,4,BI,0,,,,
27537.2,B,4,AB,460,460,,,
27537.2,B,1,OW,,,,,
27538.6,B,6,BO,0,,,,
27538.6,B,7,BI,0,,,,
27538.6,B,4,BO,0,,,,
27538.6,B,5,BI,0,,,,
27538.6,B,5,OW,,,,,
27544.2,B,7,OW,,,,,
27544.2,B,7,B-,453,453,1,,
27544.2,B,8,B+,453,453,1,,
27544.2,B,7,BO,0,,,,
27544.2,B,8,BI,0,,,,
27550.5,B,4,AE,460,460,,,
27550.5,B,4,OW,,,,,
27562.4,B,6,AE,454,454,,,
27562.4,B,6,OW,,,,,
27562.4,B,6,B-,454,454,1,,
27562.4,B,7,B+,454,454,1,,
27562.4,B,5,B-,455,455,1,,
27562.4,B,6,B+,455,455,1,,
27562.4,B,4,B-,460,460,1,,
27562.4,B,5,B+,460,460,1,,
27562.4,B,5,BO,0,,,,
27562.4,B,6,BI,0,,,,
27562.4,B,6,AB,455,455,,,
27562.4,B,1,B-,461,461,1,,
27562.4,B,4,B+,461,461,1,,
27562.4,B,1,BO,0,,,,
27562.4,B,4,BI,0,,,,
27562.4,B,4,AB,461,461,,,
27562.4,B,1,OW,,,,,
27563.8,B,6,BO,0,,,,
27563.8,B,7,BI,0,,,,
27563.8,B,4,BO,0,,,,
27563.8,B,5,BI,0,,,,
27563.8,B,5,OW,,,,,
27569.4,B,7,OW,,,,,
27570.4,B,4,AE,461,461,,,
27570.4,B,4,OW,,,,,
27579.2,B,20,A+,1,,,,
27579.2,B,20,EL,1,,,,
27579.2,B,20,LA,1,429,,,
27579.2,B,20,OW,,,,,
27579.2,B,20,A-,1,,,,
27579.2,B,20,G-,1,429,429,1,
27579.2,B,23,B+,429,429,1,,
27579.2,B,20,BO,28,,,,
27579.2,B,23,BI,0,,,,
27579.2,B,23,B-,429,429,1,,
27579.2,B,20,KA,1,,,,
27580.3,B,6,AE,455,455,,,
27580.3,B,6,OW,,,,,
27583.1,B,20,A+,1,,,,
27583.1,B,20,EL,1,,,,
27583.1,B,20,LA,1,428,,,
27583.1,B,20,OW,,,,,
27583.1,B,20,A-,1,,,,
27583.1,B,20,G-,1,428,428,1,
27583.1,B,23,B+,428,428,1,,
27583.1,B,20,BO,28,,,,
27583.1,B,23,BI,0,,,,
27583.1,B,23,B-,428,428,1,,
27583.1,B,20,KA,1,,,,
27600.0,B,1,B+,645,645,1,,
27600.0,B,1,B+,646,646,1,,
27600.0,B,1,B+,647,647,1,,
27600.0,B,1,B+,648,648,1,,
27600.0,B,1,B+,649,649,1,,
27600.0,B,1,B+,650,650,1,,
27600.0,B,1,B+,651,651,1,,
27600.0,B,1,B+,652,652,1,,
27600.0,B,1,B+,653,653,1,,
27600.0,B,1,B+,654,654,1,,
27600.0,B,1,B+,655,655,1,,
27600.0,B,1,B+,656,656,1,,
27600.0,B,1,B+,657,657,1,,
27600.0,B,1,B+,658,658,1,,
27616.2,B,20,A+,1,,,,
27616.2,B,20,EL,1,,,,
27616.2,B,20,LA,1,431,,,
27616.2,B,20,OW,,,,,
27616.2,B,20,A-,1,,,,
27616.2,B,20,G-,1,431,431,1,
27616.2,B,23,B+,431,431,1,,
27616.2,B,20,BO,28,,,,
27616.2,B,23,BI,0,,,,
27616.2,B,23,B-,431,431,1,,
27616.2,B,20,KA,1,,,,
27623.3,B,16,AE,442,442,,,
27623.3,B,16,OW,,,,,
27623.3,B,16,B-,442,442,1,,
27623.3,B,18,B+,442,442,2,,
27623.3,B,16,BO,0,,,,
27623.3,B,18,BI,0,,,,
27623.3,B,18,OW,,,,,
27623.3,B,18,B-,442,442,1,,
27623.3,B,19,B+,442,442,1,,
27623.3,B,14,OW,,,,,
27623.3,B,14,B-,444,444,2,,
27623.3,B,16,B+,444,444,1,,
27623.3,B,14,BO,0,,,,
27623.3,B,16,BI,0,,,,
27623.3,B,16,AB,444,444,,,
27623.3,B,13,B-,448,448,1,,
27623.3,B,14,B+,448,448,1,,
27623.3,B,13,BO,0,,,,
27623.3,B,14,BI,0,,,,
27624.7,B,18,BO,0,,,,
27624.7,B,19,BI,0,,,,
27630.3,B,19,OW,,,,,
27630.3,B,20,EE,1,,,,
27630.3,B,20,KE,1,,,,
27630.3,B,19,B-,442,442,1,,
27630.3,B,20,G+,1,442,442,1,
27630.3,B,20,LL,1,442,,,
27630.3,B,19,BO,0,,,,
27630.3,B,20,BI,0,,,,
27630.3,B,20,KL,1,,,,
27636.9,B,20,A+,1,,,,
27636.9,B,20,EL,1,,,,
27636.9,B,20,LA,1,426,,,
27636.9,B,20,OW,,,,,
27636.9,B,20,A-,1,,,,
27636.9,B,20,G-,1,426,426,1,
27636.9,B,23,B+,426,426,1,,
27636.9,B,20,BO,28,,,,
27636.9,B,23,BI,0,,,,
27636.9,B,23,B-,426,426,1,,
27636.9,B,20,KA,1,,,,
27650.0,B,22,AE,450,450,,,
27650.0,B,22,OW,,,,,
27650.0,B,22,B-,450,450,1,,
27650.0,B,12,B+,450,450,4,,
27650.0,B,22,BO,0,,,,
27650.0,B,12,BI,0,,,,
27650.0,B,12,OW,,,,,
27650.0,B,12,B-,450,450,1,,
27650.0,B,13,B+,450,450,1,,
27650.0,B,8,OW,,,,,
27650.0,B,8,B-,453,453,4,,
27650.0,B,22,B+,453,453,1,,
27650.0,B,8,BO,0,,,,
27650.0,B,22,BI,0,,,,
27650.0,B,22,AB,453,453,,,
27650.0,B,7,B-,454,454,1,,
27650.0,B,8,B+,454,454,1,,
27650.0,B,7,BO,0,,,,
27650.0,B,8,BI,0,,,,
27650.0,B,6,B-,455,455,1,,
27650.0,B,7,B+,455,455,1,,
27650.0,B,5,B-,456,456,1,,
27650.0,B,6,B+,456,456,1,,
27650.0,B,4,B-,461,461,1,,
27650.0,B,5,B+,461,461,1,,
27650.0,B,5,BO,0,,,,
27650.0,B,6,BI,0,,,,
27650.0,B,6,AB,456,456,,,
27650.0,B,1,B-,462,462,1,,
27650.0,B,4,B+,462,462,1,,
27650.0,B,1,BO,0,,,,
27650.0,B,4,BI,0,,,,
27650.0,B,4,AB,462,462,,,
27650.0,B,1,OW,,,,,
27651.4,B,12,BO,0,,,,
27651.4,B,13,BI,0,,,,
27651.4,B,6,BO,0,,,,
27651.4,B,7,BI,0,,,,
27651.4,B,4,BO,0,,,,
27651.4,B,5,BI,0,,,,
27651.4,B,5,OW,,,,,
27657.0,B,13,OW,,,,,
27657.0,B,7,OW,,,,,
27657.2,B,4,AE,462,462,,,
27657.2,B,4,OW,,,,,
27658.0,B,17,AE,447,447,,,
27658.0,B,17,OW,,,,,
27658.0,B,17,B-,447,447,1,,
27658.0,B,18,B+,447,447,3,,
27658.0,B,17,BO,0,,,,
27658.0,B,18,BI,0,,,,
